heading,id,latitude,longitude,predictable,route_id,run_id,seconds_since_report,call_time
306.0,8452,34.049696,-118.2461615,True,16,16_344_1,36,2019-09-15 12:26:09.204852
269.0,5862,34.0690152,-118.3071563,True,16,16_347_1,63,2019-09-15 12:26:09.204852
207.0,6043,34.0560661,-118.2607472,True,16,16_379_0,8,2019-09-15 12:26:09.204852
219.0,5887,34.042473,-118.2482885,True,16,16_344_1,9,2019-09-15 12:26:09.204852
271.0,8410,34.0736133,-118.3805903,True,16,16_367_1,9,2019-09-15 12:26:09.204852
154.0,6058,34.0761502,-118.379515,True,16,16_344_1,9,2019-09-15 12:26:09.204852
126.0,3968,34.044215,-118.2484192,True,16,16_367_1,8,2019-09-15 12:26:09.204852
296.0,8589,34.0595842,-118.2647132,True,16,16_344_1,8,2019-09-15 12:26:09.204852
90.0,6041,34.0688486,-118.3358632,True,16,16_379_0,8,2019-09-15 12:26:09.204852
230.0,3954,34.0704927,-118.4053893,True,16,16_367_1,9,2019-09-15 12:26:09.204852
300.0,3951,34.045906,-118.247246,True,16,16_367_1,36,2019-09-15 12:26:09.204852
300.0,5674,34.067661,-118.281929,True,16,16_367_1,117,2019-09-15 12:26:09.204852
90.0,5663,34.0690079,-118.289169,True,16,16_381_0,8,2019-09-15 12:26:09.204852
95.0,6083,34.0705872,-118.3552767,True,16,16_378_0,8,2019-09-15 12:26:09.204852
